Marital_Status,Kidhome,Teenhome,Education_Level,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,AcceptedCmpOverall
Married,1,1,2n Cycle,51586,20,0,16,26,39,37,0,0
Married,0,2,Graduation,47005,30,0,13,44,41,32,0,0
Single,0,0,2n Cycle,61342,32,130,17,64,21,11,16,1
Married,0,2,2n Cycle,73374,41,0,11,75,72,79,0,1
Single,1,0,Master,76172,44,87,28,37,24,37,8,1
Widow,0,0,Graduation,94053,23,204,21,89,27,22,16,1
Married,1,2,Master,93444,16,0,28,47,84,99,0,1
Married,0,1,Graduation,53689,30,51,14,52,32,31,5,1
Married,1,1,Graduation,56672,44,0,18,22,33,39,0,0
Together,1,2,Master,87619,15,0,35,40,109,81,0,1
Together,1,0,Graduation,56733,37,70,25,31,21,24,5,0
Married,0,0,Master,58003,40,112,9,63,18,9,11,1
Married,1,1,Graduation,52395,29,0,17,35,39,50,0,1
Married,1,0,Graduation,87053,62,103,30,41,35,54,15,1
Married,1,1,Master,93790,20,0,38,44,57,69,0,1
Single,0,0,Graduation,64922,40,111,14,65,26,16,22,1
Married,0,0,Graduation,58858,49,116,12,69,25,15,8,0
Single,1,0,PhD,79055,30,73,27,41,24,49,2,1
Together,0,2,Graduation,63604,24,0,12,54,49,53,0,1
Single,1,0,Graduation,56393,44,53,22,31,21,29,8,1
Widow,0,0,Graduation,88258,52,193,16,81,31,21,14,1
Married,2,0,2n Cycle,60799,53,0,30,0,22,49,0,1
Married,0,1,Graduation,81103,33,79,16,67,59,35,3,1
Married,0,1,Graduation,78007,25,86,17,85,48,46,6,1
Single,0,0,Graduation,41378,34,82,5,46,8,11,12,1
Single,0,0,Graduation,92900,61,199,12,88,35,34,14,0
Single,1,0,Master,78653,42,72,35,41,28,42,8,1
Married,0,1,Basic,36110,29,37,5,44,19,18,4,1
Married,0,1,Graduation,51446,29,46,15,44,25,24,4,1
Married,1,1,Master,103762,12,0,42,40,66,75,0,1
Single,0,0,PhD,82696,40,147,18,73,27,20,10,1
Single,0,0,Graduation,71411,50,132,9,72,19,17,11,0
Married,2,1,Master,85818,49,0,54,0,46,84,0,1
Together,1,0,Graduation,82310,53,92,28,34,27,42,8,1
Married,0,0,Graduation,89977,41,198,26,93,31,25,13,1
Married,0,2,Master,66836,22,0,12,62,56,46,0,0
Married,1,0,PhD,97547,42,116,38,47,38,57,10,1
Single,0,0,Graduation,41925,19,65,3,24,7,5,6,1
Widow,0,0,2n Cycle,56681,32,123,11,59,18,15,10,0
Married,1,1,2n Cycle,63449,43,0,31,34,48,61,0,1
Single,0,0,Graduation,37492,59,84,5,37,12,11,5,1
Married,1,0,Master,68335,57,58,18,36,17,33,5,0
Single,0,0,Graduation,30414,45,56,5,40,16,10,7,1
Widow,0,0,Graduation,77699,61,186,18,81,23,17,19,1
Single,0,0,Graduation,87639,35,173,13,93,32,26,17,1
Married,0,1,Master,80480,30,85,15,73,51,32,13,0
Single,0,0,2n Cycle,58523,48,123,10,57,16,11,12,0
Married,1,2,Master,74609,44,0,32,38,76,76,0,1
Married,2,0,PhD,104652,43,0,47,0,39,83,0,1
Married,2,1,Graduation,72222,43,0,71,0,65,68,0,0
Married,0,1,Master,63510,46,55,14,62,50,31,4,1
Together,0,2,Master,75544,46,0,19,68,72,48,0,1
Single,0,0,Basic,73286,43,149,14,75,17,16,18,1
Single,0,0,Graduation,41588,50,70,3,41,15,9,8,1
Single,0,0,Graduation,48885,86,89,10,51,15,17,9,1
Widow,0,0,Graduation,76433,55,149,20,72,27,22,12,0
Single,0,0,Graduation,57742,44,113,12,55,23,15,10,1
Married,0,0,Graduation,79299,54,172,10,108,26,23,15,1
Married,2,1,Master,65255,12,0,34,0,41,70,0,1
Single,0,0,Graduation,55054,39,112,8,73,16,19,9,0
Single,0,0,Graduation,63786,40,129,14,49,28,16,16,0
Single,1,0,Graduation,64300,27,70,18,31,21,20,8,0
Married,0,0,Master,119050,64,228,14,111,41,30,30,1
Single,1,0,2n Cycle,69749,45,64,21,29,32,43,6,1
Single,0,0,Graduation,39891,54,83,4,59,15,6,12,0
Together,1,0,Graduation,50769,38,47,15,28,32,28,8,1
Widow,1,0,2n Cycle,52576,22,57,22,22,18,16,5,0
Single,1,0,Graduation,87209,35,90,30,40,30,37,12,1
Single,0,0,Graduation,46962,38,74,7,34,26,15,5,0
Single,0,0,Master,78810,26,181,13,88,26,19,26,0
Married,0,0,Master,87306,52,192,19,94,32,15,18,1
Together,2,2,Graduation,44014,21,0,29,0,41,60,0,0
Single,0,0,2n Cycle,51716,18,110,7,52,13,7,6,1
Single,0,0,PhD,76033,42,153,13,81,24,16,20,1
Married,0,1,Graduation,49285,40,54,14,56,32,27,4,1
Married,1,1,Master,106774,40,0,43,50,70,69,0,1
Single,0,0,PhD,82555,43,164,13,93,33,16,16,1
Married,0,2,Master,103897,20,0,22,99,102,86,0,1
Single,0,0,Graduation,96120,47,183,25,89,28,22,23,1
Single,1,0,Graduation,65394,28,67,27,30,23,35,8,1
Married,1,1,Basic,65603,44,0,31,30,51,37,0,1
Together,0,2,Graduation,54183,51,0,11,58,59,37,0,1
Married,1,2,Graduation,93003,0,0,48,51,88,82,0,1
Together,1,2,Master,72282,16,0,23,38,66,79,0,1
Married,0,0,Basic,53649,51,100,8,36,15,16,12,1
Married,1,2,Master,68484,29,0,30,38,77,75,0,1
Married,1,1,Master,81098,51,0,26,36,51,64,0,1
Together,0,2,2n Cycle,70322,51,0,9,67,81,51,0,1
Together,1,2,Graduation,69054,41,0,27,28,63,61,0,0
Single,0,0,Graduation,69937,17,132,12,67,21,18,22,1
Together,2,1,Graduation,62765,26,0,39,0,41,62,0,1
Together,1,0,2n Cycle,68572,47,74,27,38,30,36,7,1
Married,0,2,2n Cycle,75111,32,0,14,72,74,55,0,1
Single,0,0,Master,88222,39,199,19,90,25,18,14,1
Together,1,1,Graduation,78093,50,0,42,42,51,81,0,0
Together,1,0,Graduation,68319,43,65,36,29,25,38,8,0
Single,0,0,Master,76221,38,143,21,72,23,19,15,1
Widow,1,0,Graduation,60730,21,67,20,30,21,35,6,1
Single,0,0,Graduation,82168,67,180,26,87,24,16,9,1
Single,0,0,Graduation,59256,48,128,13,55,21,7,10,0
Married,0,2,Graduation,71129,25,0,12,73,84,68,0,1
Married,0,2,Graduation,65823,47,0,15,70,55,51,0,0
Married,0,2,PhD,76699,8,0,17,79,65,64,0,1
Single,0,0,Graduation,50736,71,104,6,47,13,14,6,0
Widow,0,0,Graduation,61836,52,133,11,47,23,16,17,0
Single,0,0,2n Cycle,54408,77,102,6,54,21,8,6,0
Single,0,0,Master,82500,51,153,20,84,30,17,10,1
Single,0,0,Graduation,62659,47,117,8,62,15,14,15,1
Married,2,1,2n Cycle,77951,18,0,47,0,51,69,0,1
Together,1,0,Graduation,73218,31,82,35,36,25,37,6,0
Married,1,1,Graduation,66272,14,0,24,30,43,43,0,1
Together,0,0,Graduation,84572,71,161,23,82,26,31,12,1
Single,0,0,PhD,94988,42,239,24,90,32,32,18,1
Married,0,1,Master,92318,48,103,14,83,56,45,5,1
Married,2,1,Basic,66237,43,0,38,0,36,60,0,1
Married,1,0,Graduation,67903,34,64,25,27,24,34,4,0
Single,0,0,Basic,44869,33,75,7,50,13,10,12,0
Married,0,2,Master,79551,21,0,16,79,84,53,0,0
Married,2,1,Graduation,93668,2,0,52,0,60,102,0,1
Married,1,0,PhD,106765,17,101,39,49,38,55,10,1
Married,1,0,Master,58360,47,53,34,31,19,35,6,1
Single,0,0,Graduation,66894,58,140,13,73,20,17,12,1
Married,0,2,Master,42692,35,0,9,38,53,29,0,0
Single,0,0,Master,63379,57,120,11,63,21,18,12,0
Together,1,1,Graduation,55842,48,0,21,41,37,58,0,0
Married,0,2,Graduation,81340,27,0,12,91,86,61,0,1
Single,0,0,Graduation,46678,61,91,15,47,15,7,12,0
Widow,1,0,Graduation,55074,37,56,18,26,25,29,4,1
Married,1,2,Graduation,65517,22,0,19,30,58,81,0,0
Single,0,0,Graduation,62882,45,131,18,48,16,25,10,0
Married,0,0,Graduation,46916,24,99,7,41,14,9,11,0
Single,0,0,Basic,67067,42,142,12,67,24,25,9,1
Together,0,1,PhD,79980,2,88,16,77,58,49,7,1
Together,2,1,Master,73379,37,0,52,0,43,70,0,0
Widow,0,0,Master,101539,20,195,14,91,32,29,22,1
Married,1,0,Graduation,62007,38,79,19,31,25,32,8,0
Married,0,1,Master,102219,57,111,22,87,62,59,17,1
Married,1,2,PhD,90083,27,0,39,44,83,86,0,1
Single,0,0,Graduation,74879,14,137,16,82,29,17,17,1
Married,2,1,Master,86659,28,0,62,0,57,111,0,1
Married,1,1,Graduation,83304,27,0,29,38,54,67,0,1
Single,0,0,Master,71140,56,154,23,59,21,21,17,1
Married,0,0,Master,72978,41,138,12,53,29,20,16,1
Together,0,2,PhD,112081,45,0,21,103,92,69,0,1
Together,0,2,Basic,52697,41,0,4,54,46,41,0,0
Single,0,0,Graduation,46535,58,84,14,46,18,10,12,1
Single,0,0,2n Cycle,80032,40,154,19,84,27,18,16,1
Single,0,0,Graduation,58338,63,114,9,51,26,15,15,0
Together,1,1,Graduation,40151,28,0,12,16,26,28,0,0
Single,0,0,Graduation,50636,17,99,11,41,21,11,11,0
Married,2,0,Master,50628,18,0,32,0,15,35,0,0
Single,0,0,Graduation,51326,46,111,15,51,14,13,5,0
Married,0,2,Master,106371,33,0,16,114,109,76,0,1
Single,0,0,Graduation,69884,45,141,9,65,19,19,27,1
Married,1,1,Graduation,72928,50,0,27,45,40,59,0,1
Single,0,0,Graduation,54338,47,107,9,53,26,12,8,1
Married,2,1,Graduation,70928,32,0,36,0,51,53,0,1
Single,0,0,2n Cycle,74721,57,148,14,68,19,14,18,1
Married,1,0,Master,52584,14,48,18,15,16,23,5,0
Together,0,1,Graduation,110091,44,109,14,101,87,51,10,1
Single,0,0,Master,56760,64,123,12,55,26,12,13,1
Together,0,2,Master,69257,43,0,11,73,78,55,0,0
Married,1,1,Graduation,70603,37,0,26,32,40,46,0,1
Single,0,0,PhD,77209,54,146,12,78,22,24,13,1
Married,2,0,Master,69923,0,0,50,0,27,46,0,1
Single,0,0,PhD,93122,38,170,20,106,35,10,22,1
Married,1,0,Master,97113,15,101,44,50,38,60,6,1
Married,0,1,Master,94329,41,89,15,109,56,50,11,1
Single,0,0,Graduation,64336,28,128,10,69,33,18,12,0
Married,0,1,Graduation,64159,51,59,14,66,41,25,3,1
Together,1,1,PhD,80216,25,0,39,39,48,48,0,1
Together,2,2,Master,71703,3,0,46,0,75,112,0,1
Married,0,2,Graduation,58293,20,0,11,61,65,50,0,1
Widow,0,0,Graduation,80672,22,156,20,75,31,24,16,1
Married,0,1,Master,106992,33,115,24,123,75,63,11,1
Single,0,0,Graduation,60453,53,123,13,54,21,11,12,0
Together,1,1,2n Cycle,68498,23,0,29,26,54,48,0,1
Married,0,0,2n Cycle,58146,22,117,12,53,27,16,5,1
Married,2,2,Master,93286,20,0,55,0,87,118,0,1
Married,1,2,Graduation,63133,28,0,31,22,67,87,0,0
Together,1,0,Graduation,59801,31,49,20,30,21,48,7,0
Together,0,2,Master,80761,20,0,14,83,90,50,0,1
Married,1,0,Master,65139,57,61,30,34,21,33,7,1
Single,1,0,Graduation,69487,29,73,37,49,25,44,5,0
Married,2,0,2n Cycle,83766,10,0,46,0,28,48,0,1
Married,1,2,Graduation,75443,26,0,32,40,81,74,0,1
Single,0,0,Master,83030,49,172,18,79,22,19,22,1
Married,1,1,2n Cycle,48625,42,0,18,17,32,35,0,0
Married,0,2,Graduation,79722,8,0,17,93,89,64,0,1
Single,0,0,Master,63157,61,119,14,65,22,15,14,0
Single,0,0,PhD,85779,44,176,9,95,26,23,19,0
Single,0,0,Graduation,86726,49,157,22,94,31,19,15,1
Together,0,1,2n Cycle,16226,83,18,5,17,5,11,2,0
Single,0,0,Graduation,53689,56,107,8,39,16,7,11,1
Single,0,0,Graduation,28636,55,53,4,30,9,11,5,0
Married,1,2,Graduation,54534,26,0,31,24,53,56,0,1
Single,0,0,Graduation,55870,44,119,6,70,19,13,11,1
Single,0,0,Graduation,75899,24,160,15,80,17,15,23,1
Single,0,0,2n Cycle,70117,44,142,11,74,19,16,16,1
Married,0,1,Master,91683,60,89,18,107,49,51,12,1
Married,1,2,Graduation,81402,33,0,22,31,70,94,0,0
Single,0,0,Graduation,42884,79,88,3,48,12,13,9,0
Married,0,1,PhD,102030,42,80,12,109,71,55,14,1
Widow,0,0,Graduation,67833,47,142,14,65,18,24,11,1
Single,0,0,PhD,86718,39,152,23,80,37,15,9,1
Single,0,0,Graduation,49229,74,95,8,41,18,13,8,0
Single,0,0,Graduation,60293,37,122,15,72,19,12,10,1
Married,0,0,Graduation,71984,31,152,12,74,28,13,13,1
Married,0,0,Graduation,78182,28,166,12,77,27,23,17,1
Single,0,0,Graduation,50409,78,115,8,41,16,6,10,1
Married,2,2,Master,89923,23,0,39,0,76,114,0,1
Single,0,0,Basic,30303,48,68,5,18,9,8,5,1
Married,1,0,Master,105507,42,95,50,45,35,47,8,1
Married,0,1,Graduation,61725,35,56,17,66,45,27,7,1
Single,0,0,Master,40636,34,74,9,47,18,16,16,0
Married,1,0,Graduation,71918,25,87,21,38,29,41,5,1
Single,0,0,PhD,73821,29,143,17,60,25,17,11,1
Married,1,2,Graduation,59229,0,0,29,24,60,69,0,1
Single,0,0,PhD,100185,40,193,17,87,39,18,16,1
Together,0,1,2n Cycle,72323,14,94,14,66,52,46,3,1
Single,0,0,Master,76930,50,153,15,73,21,23,18,1
Together,0,1,Graduation,51669,52,53,20,44,37,26,6,1
Single,0,0,Master,62050,34,122,7,73,19,19,7,1
Married,1,2,Master,70834,32,0,37,34,77,87,0,0
Single,0,0,Master,42596,56,74,3,41,10,3,5,1
Together,0,1,2n Cycle,65071,61,64,9,62,42,28,8,1
Single,0,0,Master,75167,36,145,15,80,28,13,22,1
Single,0,0,Graduation,64832,22,133,12,62,18,17,9,1
Married,2,2,Basic,63412,10,0,39,0,57,93,0,1
Single,0,0,Graduation,46008,20,93,9,52,13,14,13,0
Single,0,0,Graduation,49583,52,89,12,52,16,11,7,0
Together,2,2,Master,68253,0,0,46,0,86,77,0,1
Widow,1,0,Graduation,98766,20,79,31,53,21,48,18,1
Single,0,0,2n Cycle,75438,42,139,15,77,38,28,12,1
Together,0,1,Graduation,73754,21,79,20,74,38,35,6,1
Married,2,1,PhD,120223,10,0,71,0,83,126,0,1
Single,0,0,Graduation,70646,55,128,8,62,23,14,9,1
Married,1,2,Master,89539,9,0,42,50,103,82,0,1
Married,0,2,Graduation,95196,23,0,13,102,96,67,0,1
Widow,1,0,Master,95434,49,90,31,37,35,33,8,0
Single,0,0,PhD,104729,33,231,22,128,41,26,20,1
Married,0,1,Graduation,73427,73,57,11,65,44,30,7,0
Single,0,0,Graduation,53395,61,106,12,61,20,17,9,1
Single,0,0,Master,68569,60,132,11,81,25,21,10,1
Single,0,0,PhD,83565,20,134,10,98,25,24,10,1
Widow,0,0,2n Cycle,59428,42,143,13,62,28,8,12,0
Together,0,2,Graduation,55314,30,0,11,50,64,42,0,1
Married,2,0,Master,73656,26,0,40,0,22,52,0,1
Married,2,2,Graduation,56524,16,0,33,0,59,67,0,1
Single,0,0,Graduation,54178,42,127,13,59,16,14,11,1
Single,0,0,Master,81023,5,166,10,84,27,19,18,1
Single,0,0,Graduation,74910,28,149,10,79,31,22,16,1
Single,0,0,Graduation,41961,71,60,9,43,13,9,9,0
Married,1,0,PhD,94635,27,86,32,46,38,37,6,1
Married,1,0,Graduation,71960,27,70,26,36,26,44,4,1
Single,0,0,Master,85766,40,157,16,71,29,23,14,1
Single,0,0,Master,65961,43,124,17,55,35,18,15,0
Single,0,0,Master,51406,11,107,11,50,11,11,12,1
Married,0,0,Master,72700,44,134,19,71,27,13,14,1
Together,2,2,Graduation,48040,33,0,21,0,46,55,0,1
Married,0,1,Graduation,39174,49,42,8,38,39,18,2,0
Together,0,0,Graduation,65200,29,142,12,79,24,14,23,0
Married,1,2,Graduation,80788,50,0,29,45,84,75,0,1
Single,0,0,Graduation,65805,64,138,11,71,31,21,18,0
Single,0,0,Graduation,43725,65,97,9,45,10,8,6,1
Together,2,1,Graduation,45711,42,0,28,0,27,46,0,0
Married,2,0,Graduation,76270,27,0,43,0,21,61,0,1
Single,0,0,PhD,105473,39,214,19,93,33,24,20,1
Married,1,0,PhD,109423,55,114,54,41,36,59,12,1
Married,1,2,Graduation,68595,0,0,24,27,69,62,0,1
Married,0,2,Graduation,76173,21,0,23,70,73,66,0,1
Together,0,0,Basic,66697,50,142,9,67,28,16,13,0
Married,2,2,Graduation,70841,19,0,42,0,70,83,0,1
Married,0,1,Master,59842,33,53,9,50,35,32,5,1
Single,0,0,PhD,37702,70,70,10,35,14,9,4,0
Single,0,0,Graduation,65726,55,122,12,68,24,17,10,1
Single,1,0,Graduation,60018,53,71,23,35,19,38,6,0
Single,0,0,Graduation,37411,34,81,5,44,14,8,13,1
Married,2,1,Graduation,51594,21,0,29,0,33,45,0,1
Married,0,2,Master,76061,38,0,20,60,82,65,0,1
Single,0,0,Graduation,54803,51,120,11,46,19,22,14,1
Together,0,2,Master,94483,58,0,20,117,82,75,0,1
Single,0,0,Graduation,84283,47,179,23,87,22,20,14,1
Single,0,0,Graduation,50251,69,114,9,42,17,24,11,0
Single,1,0,Graduation,85567,46,88,29,43,32,44,10,1
Single,0,0,Basic,74254,39,177,12,64,27,21,18,1
Single,0,0,Master,74394,30,133,19,60,20,14,21,0
Married,0,1,Master,66036,50,80,17,56,43,46,3,0
Married,2,1,Master,81786,21,0,41,0,66,84,0,0
Widow,0,0,2n Cycle,41121,44,76,7,42,15,17,4,0
Single,0,0,Master,61182,31,116,17,54,25,15,11,0
Single,0,0,Basic,53996,44,119,14,52,10,10,8,1
Single,0,0,2n Cycle,63782,52,127,13,67,25,14,13,0
Married,2,2,Graduation,66328,17,0,34,0,61,83,0,0
Single,0,0,Graduation,64052,32,139,23,65,19,15,10,1
Together,1,2,Master,57713,30,0,20,25,63,56,0,1
Married,1,0,Master,101114,41,108,50,51,33,59,9,1
Married,0,0,Graduation,94718,40,217,25,73,35,19,17,1
Married,0,1,Graduation,83657,65,95,11,84,42,42,9,0
Single,0,0,Graduation,58984,45,116,16,62,24,17,12,1
Single,0,0,2n Cycle,45646,53,85,6,55,13,13,8,0
Single,0,0,Graduation,75687,55,171,26,67,38,16,14,0
Married,1,0,Master,82768,42,87,49,47,23,40,14,1
Single,0,0,Graduation,47971,30,91,11,41,16,12,14,1
Single,0,0,Master,85876,29,175,22,91,31,14,19,0
Widow,0,0,Graduation,71287,26,148,11,77,23,14,13,1
Single,1,0,Graduation,50043,20,42,16,18,30,36,8,1
Together,1,2,Graduation,80199,31,0,30,36,68,75,0,1
Married,2,0,Master,68171,51,0,45,0,28,56,0,0
Single,1,0,Graduation,64885,49,70,28,30,22,27,7,1
Single,0,0,Basic,69246,53,152,12,78,28,21,5,1
Single,0,0,PhD,97742,24,241,19,102,36,24,17,1
Married,0,1,2n Cycle,73124,45,84,12,86,44,41,9,1
Married,1,2,PhD,72410,35,0,21,46,84,72,0,0
Married,1,0,Basic,52538,64,64,17,23,22,20,6,0
Together,0,1,Master,109242,39,130,23,96,58,60,15,1
Married,0,0,Graduation,87215,67,184,18,83,23,24,8,0
Single,0,0,Graduation,59533,45,130,10,55,29,11,21,1
Single,0,0,2n Cycle,39108,52,88,8,31,13,7,4,1
Together,0,0,Graduation,37500,63,85,12,38,9,10,9,0
Single,1,0,Master,88227,39,78,38,51,22,60,4,1
Single,0,0,Master,88525,18,178,17,100,33,20,21,1
Married,1,0,Graduation,72427,22,70,31,32,23,36,6,1
Married,1,1,Graduation,66835,73,0,27,43,44,48,0,1
Together,2,2,2n Cycle,78013,23,0,47,0,59,90,0,1
Married,1,2,Master,57817,39,0,29,27,54,54,0,0
Single,0,0,Graduation,92973,24,187,19,98,37,26,23,1
Together,0,2,2n Cycle,72067,37,0,12,74,76,47,0,0
Single,0,0,Master,51205,64,102,9,53,15,13,14,0
Single,0,0,Graduation,74789,14,147,14,74,22,15,17,1
Married,1,0,Basic,49748,43,53,17,31,18,24,10,1
Single,0,0,2n Cycle,37963,49,85,6,46,18,10,11,1
Married,2,1,Master,91738,30,0,54,0,59,63,0,1
Single,0,0,2n Cycle,41431,77,82,1,26,9,12,10,0
Married,0,0,Master,59954,40,122,10,76,14,20,16,1
Single,0,0,Graduation,70270,35,151,10,72,24,12,21,1
Married,0,1,2n Cycle,66446,35,52,11,74,40,42,3,1
Together,0,2,Master,88172,66,0,16,97,86,58,0,1
Single,0,0,Graduation,58496,46,121,12,63,20,18,15,1
Single,0,0,Graduation,57149,52,135,13,44,24,10,5,0
Single,0,0,Graduation,32449,12,59,5,34,14,7,8,0
Single,0,0,Basic,57534,45,113,11,53,15,17,11,1
Married,1,1,Master,79732,29,0,30,34,36,63,0,1
Married,0,2,Graduation,90824,32,0,28,96,75,71,0,1
Single,0,0,Master,81398,37,134,20,78,26,25,21,0
Single,0,0,Graduation,67981,23,122,11,73,26,13,16,1
Single,0,0,Master,59038,40,115,14,54,28,12,19,1
Married,2,1,Master,73769,50,0,54,0,39,78,0,1
Single,0,0,Graduation,71238,44,140,14,63,32,16,13,0
Widow,0,0,Graduation,77225,15,164,11,70,32,18,15,1
Married,1,0,Graduation,94272,17,74,34,47,24,50,10,1
Single,0,0,2n Cycle,77719,46,145,16,65,30,20,12,1
Married,2,0,Master,76244,16,0,41,0,22,55,0,1
Together,2,2,Master,74399,26,0,36,0,61,85,0,1
Married,0,2,Graduation,61083,52,0,12,61,70,41,0,0
Single,0,0,Master,68466,50,113,13,74,21,13,11,1
Single,0,0,Graduation,77248,27,140,20,80,24,22,17,0
Together,1,0,Graduation,57841,41,54,23,25,17,37,3,0
Married,1,2,Basic,54495,40,0,27,29,52,49,0,1
Married,0,0,Graduation,55471,33,111,10,61,17,19,9,0
Together,0,1,Graduation,57549,23,54,9,58,40,23,3,1
Together,2,2,2n Cycle,70203,21,0,40,0,76,56,0,1
Together,0,1,Graduation,62389,62,53,9,67,25,31,6,1
Single,0,0,PhD,62727,28,122,13,71,24,10,13,1
Married,0,1,Master,83181,30,81,24,67,44,41,3,1
Married,0,1,Graduation,72229,19,69,17,65,37,42,5,1
Married,2,2,Graduation,89810,9,0,59,0,83,125,0,1
Married,1,0,Basic,57962,37,57,22,25,19,42,12,1
Single,1,0,PhD,65074,36,70,24,24,20,36,9,0
Married,1,2,PhD,104449,0,0,45,53,96,95,0,1
Married,0,1,Master,65457,34,62,11,59,43,46,9,1
Single,0,0,2n Cycle,38478,72,72,9,31,11,8,10,0
Married,0,2,Graduation,57400,36,0,16,47,55,40,0,0
Single,1,0,Graduation,53838,35,42,33,20,13,21,7,1
Single,0,0,Graduation,34644,38,69,12,32,10,8,11,1
Single,0,0,Graduation,37100,32,77,3,40,16,7,8,1
Married,1,0,Master,91712,37,81,35,45,34,53,9,1
Married,1,2,Graduation,70432,34,0,30,38,72,95,0,1
Married,0,2,Basic,57523,60,0,7,54,59,45,0,1
Married,1,2,Master,79154,15,0,41,42,84,79,0,1
Together,1,2,Graduation,74462,47,0,29,34,74,59,0,1
Single,0,0,Master,57714,63,130,6,52,15,14,20,0
Single,0,0,Graduation,71405,36,155,8,86,23,12,21,1
Together,0,1,Graduation,67690,27,51,22,74,45,33,6,1
Single,0,0,Basic,35634,24,82,5,23,8,13,5,0
Widow,0,0,PhD,104135,40,231,24,99,36,23,22,1
Together,2,1,Graduation,66859,24,0,50,0,50,74,0,0
Married,0,2,Graduation,57301,50,0,13,51,61,52,0,0
Widow,0,0,2n Cycle,58439,49,110,9,51,16,9,9,0
Single,0,0,Master,77196,12,140,15,80,34,21,15,1
Single,0,0,Graduation,78217,41,153,14,77,23,17,20,1
Married,2,1,PhD,94239,30,0,49,0,53,107,0,1
Single,0,0,PhD,93340,37,170,15,81,39,26,15,1
Together,0,1,Master,91490,49,98,18,89,61,51,9,1
Single,1,0,PhD,76622,28,89,28,33,30,42,3,1
Married,2,0,2n Cycle,70468,48,0,43,0,20,35,0,1
Married,0,1,Graduation,83039,28,84,15,82,49,37,8,1
Married,0,2,Graduation,55790,29,0,8,63,55,52,0,1
Single,0,0,2n Cycle,73513,71,149,12,83,18,14,25,1
Single,0,0,PhD,100450,20,186,18,88,38,26,16,1
Together,1,1,2n Cycle,49927,36,0,25,23,32,37,0,0
Single,0,0,Master,113045,43,208,22,119,44,20,19,1
Together,2,0,Master,84918,22,0,47,0,27,62,0,1
Married,1,0,Graduation,70710,44,77,30,33,15,30,7,0
Married,0,0,Basic,28841,58,69,3,32,12,6,11,0
Married,0,1,Basic,58623,43,64,13,69,33,32,4,1
Single,0,0,Graduation,69329,45,135,13,69,20,17,10,1
Married,2,2,Graduation,77614,30,0,36,0,81,98,0,1
Together,2,1,Graduation,46340,19,0,30,0,33,45,0,0
Married,0,1,Graduation,63079,29,61,9,74,45,28,10,1
Widow,0,0,Master,95202,47,202,21,86,42,26,18,1
Married,0,2,Graduation,81889,26,0,12,72,92,47,0,1
Single,0,0,Graduation,77133,41,148,10,81,28,9,14,0
Single,0,0,Master,71781,4,141,12,79,18,19,9,1
Widow,0,0,Graduation,77524,52,140,15,80,33,24,17,0
Single,0,0,Graduation,70672,62,153,11,84,30,21,19,1
Together,0,0,Master,74416,51,170,13,73,21,14,17,0
Together,1,0,PhD,60049,50,60,28,22,22,27,3,1
Single,0,0,PhD,102806,53,204,19,93,33,27,17,1
Single,0,0,2n Cycle,71826,40,115,12,64,29,16,14,0
Married,0,2,Graduation,79345,18,0,23,77,90,65,0,1
Single,0,0,2n Cycle,37477,54,67,9,30,13,11,11,0
Married,0,2,PhD,102565,45,0,17,82,108,84,0,1
Married,0,0,Graduation,66419,27,130,14,61,26,19,17,1
Married,1,2,Graduation,85452,37,0,33,48,84,87,0,1
Married,0,0,Master,88196,45,175,15,106,24,24,21,1
Single,0,0,PhD,74902,40,150,18,76,25,18,11,0
Married,0,0,Master,95779,36,180,19,100,29,18,17,1
Single,0,0,2n Cycle,40121,50,87,4,42,11,3,4,0
Single,1,0,Graduation,63843,28,52,31,29,26,25,6,1
Married,0,2,Master,104880,74,0,22,110,138,85,0,1
Together,1,1,Graduation,73299,12,0,28,29,40,40,0,1
Single,0,0,2n Cycle,71702,4,127,13,67,17,19,14,1
Married,2,0,Graduation,74189,36,0,41,0,29,54,0,1
Married,0,2,Master,79678,33,0,10,96,90,54,0,1
Single,0,0,Graduation,44691,53,82,10,35,20,7,5,1
Single,0,0,Master,67661,0,134,14,66,26,14,8,1
Together,1,2,Graduation,76106,0,0,26,44,77,86,0,1
Married,1,2,Graduation,56590,22,0,20,38,51,62,0,0
Married,0,0,PhD,75555,55,151,10,78,33,18,22,1
Married,1,1,Graduation,79289,4,0,31,39,63,53,0,1
Single,0,0,Master,82400,48,159,14,96,30,24,15,1
Married,0,0,Graduation,103226,35,206,14,112,35,23,24,1
Married,0,2,2n Cycle,63887,35,0,8,64,69,38,0,1
Married,1,1,Master,76293,31,0,29,39,52,57,0,1
Single,0,0,Master,82473,41,146,16,105,30,16,11,1
Single,0,0,Master,78558,41,148,17,75,24,21,9,0
Single,0,0,Graduation,59126,60,125,10,57,17,16,8,1
Widow,0,0,Graduation,77575,42,148,13,72,24,15,18,1
Married,1,1,PhD,80576,47,0,25,42,54,48,0,0
Married,0,2,Graduation,55659,27,0,13,68,53,44,0,1
Single,0,0,Master,67972,59,134,17,61,22,17,11,1
Single,0,0,Graduation,85839,37,174,13,78,34,23,14,1
Married,0,0,PhD,79221,38,173,23,79,28,17,14,1
